S,1;Shinjuku;M&E;0;0;0,2;Shinjuku-sanchome;M&F;0;1;0,3;Akebonobashi;;0;2;0,4;Ichigaya;Y&N;0;1.8;0,5;Kudanshita;Z&T;0;1.3;0,6;Jimbocho;I&Z;0;0.8;0,7;Ogawamachi;C&M;0;1.1;0,8;Iwamotocho;;0;1;0,9;Bakuro-yokoyama;A;0;1;0,10;Hamacho;;0;0.8;0,11;Morishita;E;0;1;0,12;Kikukawa;;0;1;0,13;Sumiyoshi;Z;0;1.1;0,14;Nishi-ojima;;0;1.25;0,15;Ojima;;0;0.9;0,16;Higashi-ojima;;0;1.5;0,17;Funabori;;0;2.1;0,18;Ichinoe;;0;2.1;0,19;Mizue;;0;2.1;0,20;Shinozaki;;0;1.9;0,21;Motoyawata;;0;3.3;0
G,22;Asakusa;A;0;0;0,23;Tawaramachi;;0;2;0,24;Inarich;;0;1;0,25;Ueno;H;0;2;0,26;Ueno-Hirokji;H&E;0;1;0,27;Suehiroch;;0;2;0,28;Kanda;;0;2;0,29;Mitsukoshimae;Z;0;1;0,30;Nihombashi;A&T;0;2;0,31;Kyobashi;;0;2;0,32;Ginza;H&M;0;1;0,33;Shimbashi;A;0;2;0,34;Toranomon;;0;2;0,35;Tameike-Sann;C&M&N;0;2;0,36;Akasaka-Mitsuke/Nagatacho;N&Z&Y&M;0;2;0,37;Aoyama-Itchome;E&Z;0;2;0,38;Gaiemmae;;0;2;0,39;Omotesando;Z&C;0;1;0,40;Shibuya;F&Z;0;2;0
M,41;Ikebukuro;Y&F;0;0;0,42;Shin-otsuka;;0;3;0,43;Myogadani;;0;2;0,44;Korakuen;I&N&E;0;2;0,45;Hongo-Sanchome;E;0;2;0,46;Ochanomizu;;0;2;0,47;Awajicho;S&C;0;2;0,48;Otemachi;T&C&Z&I;0;2;0,49;Tokyo;;0;2;0,32;Ginza;G&H;0;1;0,50;Kasumigaseki;H&C;0;3;0,51;Kokkai-Gijido-mae;C&G&N;0;2;0,36;Akasaka-Mitsuke/Nagatacho;G&Y&Z&N;0;2;0,52;Yotsuya;N;0;2;0,53;Yotsuya-Sanchome;;0;2;0,54;Shinjuku-Gyoemmae;;0;2;0,55;Shinjuku-Sanchome;F&S;0;2;0,1;Shinjuku;S&E;0;2;0,56;Nishi-Shinjuku;;0;1;0,57;Nakano-Sakaue;M&E;0;2;0,58;Shin-Nakano;;0;2;0,59;Higashi-Koenji;;0;2;0,60;Shin-Koenji;;0;2;0,61;Minami-Asagaya;;0;2;0,62;Ogikubo;;0;5;0
H,63;Kita-Senju;C;0;0;0,64;Minami-Senju;;0;3;0,65;Minowa;;0;2;0,66;Iriya;;0;2;0,25;Ueno;G;0;2;0,67;Naka-Okachimachi;G&E;0;1;0,68;Akihabara;;0;2;0,69;Kodemmacho;;0;2;0,70;Ningyocho;A;0;1;0,71;Kayabacho;T;0;3;0,72;Hatchobori;;0;1;0,73;Tsukiji;;0;3;0,74;Higashi-Ginza;A;0;1;0,32;Ginza;G&M;0;2;0,75;Hibiya;I&C&Y;0;1;0,50;Kasumigaseki;M&C;0;3;0,76;Kamiyacho;;0;2;0,77;Roppongi;E;0;3;0,78;Hiroo;;0;3;0,79;Ebisu;;0;3;0,80;Naka-Meguro;;0;3;0
T,81;Nakano;;0;0;0,82;Ochiai;;0;3;0,83;Takadanobaba;;0;3;0,84;Waseda;;0;3;0,85;Kagurazaka;;0;2;0,86;Iidabashi;N&Y&E;0;2;0,5;Kudanshita;Z&S;0;2;0,87;Takebashi;;0;2;0,48;Otemachi;M&Z&I&C;0;2;0,30;Nihombashi;G&A;0;2;0,71;Kayabacho;H;0;1;0,88;Monzen-Nakacho;E;0;3;0,89;Kiba;;0;2;0,90;Toyocho;;0;1;0,91;Minami-Sunamachi;;0;3;0,92;Nishi-Kasai;;0;3;0,93;Kasai;;0;2;0,94;Urayasu;;0;2;0,95;Minami-Gyotoku;;0;2;0,96;Gyotoku;;0;2;0,97;Myoden;;0;2;0,98;Baraki-Nakayama;;0;3;0,99;Nishi-Funabashi;;0;3;0
C,100;Ayase;;0;0;0,63;Kita-Senju;H;0;3;0,101;Machiya;;0;4;0,102;Nishi-Nippori;;0;2;0,103;Sendagi;;0;2;0,104;Nezu;;0;2;0,105;Yushima;;0;2;0,106;Shin-Ochanomizu;S&N;0;2;0,48;Otemachi;I&T&M&Z;0;2;0,107;Nijubashimae;;0;2;0,75;Hibiya;I&H&Y;0;1;0,50;Kasumigaseki;M&H;0;3;0,51;Kokkai-Gijido-mae;G&M&N;0;1;0,108;Akasaka;;0;2;0,109;Nogizaka;;0;2;0,39;Omotesando;Z&G;0;2;0,110;Meiji-Jingumae;F;0;2;0,111;Yoyogi-Koen;;0;2;0,112;Yoyogi-Uehara;;0;2;0
Y,113;Wakoshi;F;0;0;0,114;Chikatetsu-Narimasu;F;0;3;0,115;Chikatetsu-Akatsuka;F;0;2;0,116;Heiwadai;F;0;5;0,117;Hikawadai;F;0;2;0,118;Kotake-Mukaihara;F;0;2;0,119;Senkawa;F;0;2;0,120;Kanamecho;F;0;2;0,41;Ikebukuro;F&M;0;3;0,121;Higashi-Ikebukuro;;0;2;0,122;Gokokuji;;0;2;0,123;Edogawabashi;;0;3;0,86;Iidabashi;T&N&E;0;2;0,4;Ichigaya;N&S;0;3;0,124;Kojimachi;;0;2;0,36;Akasaka-Mitsuke/Nagatacho;Z&N&G&M;0;1;0,125;Sakuradamon;;0;2;0,126;Yurakucho;H&C&I;0;2;0,127;Ginza-itchome;;0;2;0,128;Shintomicho;;0;1;0,129;Tsukishima;E;0;3;0,130;Toyosu;;0;2;0,131;Tatsumi;;0;2;0,132;Shin-Kiba;;0;3;0
H,40;Shibuya;F&G;0;0;0,39;Omotesando;C&G;0;2;0,133;Aoyama-itchome;G&E;0;2;0,36;Akasaka-Mitsuke/Nagatacho;Y&N&M&G;0;3;0,134;Hanzomon;;0;2;0,5;Kudanshita;T&S;0;2;0,6;Jimbocho;I&S;0;1;0,48;Otemachi;M&C&T&I;0;3;0,29;Mitsukoshimae;G;0;2;0,135;Suitengumae;;0;3;0,136;Kiyosumi-shirakawa;E;0;3;0,13;Sumiyoshi;S;0;3;0,137;Kinshicho;;0;2;0,138;Oshiage;A;0;2;0
N,139;Akabane-Iwabuchi;;0;0;0,140;Shimo;;0;2;0,141;Oji-Kamiya;;0;2;0,142;Oji;;0;3;0,143;Nishigahara;;0;1;0,144;Komagome;;0;3;0,145;Hon-Komagome;;0;2;0,146;Tadaimae;;0;2;0,44;Korakuen;M&I&E;0;3;0,86;Iidabashi;E&T&Y;0;2;0,4;Ichigaya;Y&S;0;2;0,52;Yotsuya;M;0;2;0,36;Akasaka-Mitsuke/Nagatacho;Y&Z&G&M;0;2;0,147;Tameike-Sanno;G&M&C;0;2;0,148;Roppongi-Itchome;;0;2;0,149;Azabu-Juban;E;0;2;0,150;Shirokane-Takanawa;I;0;2;0,151;Shirokanedai;I;0;3;0,152;Meguro;I;0;2;0
F,113;Wakoshi;Y;0;0;0,114;Chikatetsu-Narimasu;Y;0;3;0,115;Chikatetsu-Akatsuka;Y;0;2;0,116;Heiwadai;Y;0;3;0,117;Hikawadai;Y;0;2;0,118;Kotake-Mukaihara;Y;0;2;0,119;Senkawa;Y;0;2;0,120;Kanamecho;Y;0;2;0,41;Ikebukuro;M&Y;0;2;0,153;Zoshigaya;;0;3;0,154;Nishi-Waseda;;0;3;0,155;Higashi-Shinjuku;E;0;2;0,55;Shinjuku-Sanchome;M&S;0;2;0,156;Kitasando;;0;3;0,110;Meiji-Jingumae;C;0;2;0,40;Shibuya;Z&G;0;2;0
